w_static.py:2022-04-29 14:39:08,791:----------start-of-run----------
data_utils.py:2022-04-29 14:39:15,268:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:39:22,670:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:39:22,671:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:39:23,368:Epoch:  1
trainer_bp.py:2022-04-29 21:44:46,874:Iteration: 400, Meta Train Loss 0.0013345847066225638
trainer_bp.py:2022-04-29 21:44:59,401:Iteration: 400, val loss 0.0014522017831395512
trainer_bp.py:2022-04-29 21:47:54,095:Iteration: 500, Meta Train Loss 0.0005696058007185789
trainer_bp.py:2022-04-29 21:48:06,340:Iteration: 500, val loss 0.001382136512062115
trainer_bp.py:2022-04-29 21:50:59,638:Iteration: 600, Meta Train Loss 0.0017225648277136652
trainer_bp.py:2022-04-29 21:51:11,811:Iteration: 600, val loss 0.0013906974460016954
trainer_bp.py:2022-04-29 21:54:10,287:Iteration: 700, Meta Train Loss 0.001254237032483937
trainer_bp.py:2022-04-29 21:54:22,488:Iteration: 700, val loss 0.0017108754101525995
trainer_bp.py:2022-04-29 21:57:17,765:Iteration: 800, Meta Train Loss 0.0011857283467743979
trainer_bp.py:2022-04-29 21:57:29,901:Iteration: 800, val loss 0.0014060103218148136
trainer_bp.py:2022-04-29 22:00:31,543:Iteration: 900, Meta Train Loss 0.0008201463375804894
trainer_bp.py:2022-04-29 22:00:44,572:Iteration: 900, val loss 0.0015446155997464652
trainer_bp.py:2022-04-29 22:03:45,518:Iteration: 1000, Meta Train Loss 0.0006125441757826409
trainer_bp.py:2022-04-29 22:03:57,679:Iteration: 1000, val loss 0.0015399596651763158
trainer_bp.py:2022-04-29 22:07:00,438:Iteration: 1100, Meta Train Loss 0.0012741152213855405
trainer_bp.py:2022-04-29 22:07:12,566:Iteration: 1100, val loss 0.001423746195382329
trainer_bp.py:2022-04-29 22:10:11,663:Iteration: 1200, Meta Train Loss 0.0006931259995334668
trainer_bp.py:2022-04-29 22:10:23,912:Iteration: 1200, val loss 0.0014542307409406868
trainer_bp.py:2022-04-29 22:13:24,410:Iteration: 1300, Meta Train Loss 0.0009475814523778296
trainer_bp.py:2022-04-29 22:13:36,593:Iteration: 1300, val loss 0.00145519013479386
trainer_bp.py:2022-04-29 22:16:30,957:Iteration: 1400, Meta Train Loss 0.0010577753014366185
trainer_bp.py:2022-04-29 22:16:43,109:Iteration: 1400, val loss 0.0014314307064032337
trainer_bp.py:2022-04-29 22:19:54,624:Iteration: 1500, Meta Train Loss 0.0007878658046603179
trainer_bp.py:2022-04-29 22:20:06,860:Iteration: 1500, val loss 0.0014969268119241084
trainer_bp.py:2022-04-29 22:23:12,769:Iteration: 1600, Meta Train Loss 0.001171829327207314
trainer_bp.py:2022-04-29 22:23:25,705:Iteration: 1600, val loss 0.0014542850697509247
trainer_bp.py:2022-04-29 22:26:31,662:Iteration: 1700, Meta Train Loss 0.0009288803342968135
trainer_bp.py:2022-04-29 22:26:43,872:Iteration: 1700, val loss 0.0016128883091603636
trainer_bp.py:2022-04-29 22:29:52,952:Iteration: 1800, Meta Train Loss 0.001308832534915802
trainer_bp.py:2022-04-29 22:30:05,157:Iteration: 1800, val loss 0.0014249100918936706
trainer_bp.py:2022-04-29 22:31:40,074:Epoch:  9
trainer_bp.py:2022-04-29 22:31:41,931:Iteration: 0, Meta Train Loss 0.0009627185803347858
trainer_bp.py:2022-04-29 22:31:54,013:Iteration: 0, val loss 0.00147438283520072
trainer_bp.py:2022-04-29 22:34:58,722:Iteration: 100, Meta Train Loss 0.0009859568733439372
trainer_bp.py:2022-04-29 22:35:10,930:Iteration: 100, val loss 0.0014683856627243155
trainer_bp.py:2022-04-29 22:38:18,449:Iteration: 200, Meta Train Loss 0.0011147249932096919
trainer_bp.py:2022-04-29 22:38:30,597:Iteration: 200, val loss 0.0016509635632482099
trainer_bp.py:2022-04-29 22:41:33,736:Iteration: 300, Meta Train Loss 0.0007222984725032081
trainer_bp.py:2022-04-29 22:41:46,384:Iteration: 300, val loss 0.0020163462128483544
trainer_bp.py:2022-04-29 22:44:49,908:Iteration: 400, Meta Train Loss 0.0007482341402507104
trainer_bp.py:2022-04-29 22:45:02,096:Iteration: 400, val loss 0.0014491726128488369
trainer_bp.py:2022-04-29 22:48:04,924:Iteration: 500, Meta Train Loss 0.001179952555989599
trainer_bp.py:2022-04-29 22:48:17,036:Iteration: 500, val loss 0.0014537198372900045
trainer_bp.py:2022-04-29 22:51:19,165:Iteration: 600, Meta Train Loss 0.0009540913930938359
trainer_bp.py:2022-04-29 22:51:31,474:Iteration: 600, val loss 0.0014771801701307357
trainer_bp.py:2022-04-29 22:54:34,253:Iteration: 700, Meta Train Loss 0.0008250211914595344
trainer_bp.py:2022-04-29 22:54:46,426:Iteration: 700, val loss 0.0014165676222594968
trainer_bp.py:2022-04-29 22:57:50,286:Iteration: 800, Meta Train Loss 0.0009299284231639063
trainer_bp.py:2022-04-29 22:58:02,433:Iteration: 800, val loss 0.0014019685852271681
trainer_bp.py:2022-04-29 23:01:04,490:Iteration: 900, Meta Train Loss 0.0014752081914362202
trainer_bp.py:2022-04-29 23:01:16,673:Iteration: 900, val loss 0.0015319391169321646
trainer_bp.py:2022-04-29 23:04:18,333:Iteration: 1000, Meta Train Loss 0.0008720613150512489
trainer_bp.py:2022-04-29 23:04:30,495:Iteration: 1000, val loss 0.0014090813782560913
trainer_bp.py:2022-04-29 23:07:33,358:Iteration: 1100, Meta Train Loss 0.0015615800783814642
trainer_bp.py:2022-04-29 23:07:45,554:Iteration: 1100, val loss 0.0014139134832159286
trainer_bp.py:2022-04-29 23:10:49,346:Iteration: 1200, Meta Train Loss 0.0008152423711902502
trainer_bp.py:2022-04-29 23:11:01,548:Iteration: 1200, val loss 0.0014959425581529489
trainer_bp.py:2022-04-29 23:14:04,796:Iteration: 1300, Meta Train Loss 0.0009504314896184533
trainer_bp.py:2022-04-29 23:14:16,944:Iteration: 1300, val loss 0.0014220081283240855
trainer_bp.py:2022-04-29 23:17:19,442:Iteration: 1400, Meta Train Loss 0.0008569747823428081
trainer_bp.py:2022-04-29 23:17:31,636:Iteration: 1400, val loss 0.0014263388822053603
trainer_bp.py:2022-04-29 23:20:34,215:Iteration: 1500, Meta Train Loss 0.0004957146000659547
trainer_bp.py:2022-04-29 23:20:46,372:Iteration: 1500, val loss 0.0014711929085002128
trainer_bp.py:2022-04-29 23:23:48,726:Iteration: 1600, Meta Train Loss 0.001603632114942439
trainer_bp.py:2022-04-29 23:24:00,953:Iteration: 1600, val loss 0.0014149572705274105
trainer_bp.py:2022-04-29 23:27:03,590:Iteration: 1700, Meta Train Loss 0.0007144101593226273
trainer_bp.py:2022-04-29 23:27:15,845:Iteration: 1700, val loss 0.0017619152409815335
trainer_bp.py:2022-04-29 23:30:18,656:Iteration: 1800, Meta Train Loss 0.001527014424294127
trainer_bp.py:2022-04-29 23:30:30,880:Iteration: 1800, val loss 0.0014066332283635059
trainer_bp.py:2022-04-29 23:32:04,079:Epoch:  10
trainer_bp.py:2022-04-29 23:32:04,080:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-29 23:32:05,935:Iteration: 0, Meta Train Loss 0.0006477351271242974
trainer_bp.py:2022-04-29 23:32:18,114:Iteration: 0, val loss 0.0014596231587396058
trainer_bp.py:2022-04-29 23:35:21,171:Iteration: 100, Meta Train Loss 0.001391978121431979
trainer_bp.py:2022-04-29 23:35:33,776:Iteration: 100, val loss 0.0014070587415347146
trainer_bp.py:2022-04-29 23:38:36,110:Iteration: 200, Meta Train Loss 0.001374627469103829
trainer_bp.py:2022-04-29 23:38:48,321:Iteration: 200, val loss 0.00142372666064135
trainer_bp.py:2022-04-29 23:41:51,840:Iteration: 300, Meta Train Loss 0.0009656289194863692
trainer_bp.py:2022-04-29 23:42:03,948:Iteration: 300, val loss 0.001855137515886834
trainer_bp.py:2022-04-29 23:45:06,760:Iteration: 400, Meta Train Loss 0.0005550089897031746
trainer_bp.py:2022-04-29 23:45:18,949:Iteration: 400, val loss 0.0015086206619972684
trainer_bp.py:2022-04-29 23:48:21,457:Iteration: 500, Meta Train Loss 0.0006996311445182767
trainer_bp.py:2022-04-29 23:48:33,708:Iteration: 500, val loss 0.0014487658744687128
trainer_bp.py:2022-04-29 23:51:35,410:Iteration: 600, Meta Train Loss 0.0012626846898320663
trainer_bp.py:2022-04-29 23:51:48,045:Iteration: 600, val loss 0.0015029512338125693
trainer_bp.py:2022-04-29 23:54:50,677:Iteration: 700, Meta Train Loss 0.0012246823263438408
trainer_bp.py:2022-04-29 23:55:02,902:Iteration: 700, val loss 0.0013899473172512553
trainer_bp.py:2022-04-29 23:58:05,645:Iteration: 800, Meta Train Loss 0.001180640389670196
trainer_bp.py:2022-04-29 23:58:17,832:Iteration: 800, val loss 0.0014071275288399445
trainer_bp.py:2022-04-30 00:01:20,916:Iteration: 900, Meta Train Loss 0.0008046566200280123
trainer_bp.py:2022-04-30 00:01:33,057:Iteration: 900, val loss 0.0015361995892361983
trainer_bp.py:2022-04-30 00:04:36,031:Iteration: 1000, Meta Train Loss 0.0011323043567929808
trainer_bp.py:2022-04-30 00:04:48,242:Iteration: 1000, val loss 0.0014597645633162746
trainer_bp.py:2022-04-30 00:07:51,195:Iteration: 1100, Meta Train Loss 0.0012656570751180896
trainer_bp.py:2022-04-30 00:08:03,377:Iteration: 1100, val loss 0.001444836536518173
trainer_bp.py:2022-04-30 00:11:06,131:Iteration: 1200, Meta Train Loss 0.00047157085896756097
trainer_bp.py:2022-04-30 00:11:18,335:Iteration: 1200, val loss 0.001399883066701587
trainer_bp.py:2022-04-30 00:14:21,627:Iteration: 1300, Meta Train Loss 0.0007645418836832673
trainer_bp.py:2022-04-30 00:14:34,298:Iteration: 1300, val loss 0.0014515821968739137
trainer_bp.py:2022-04-30 00:17:36,605:Iteration: 1400, Meta Train Loss 0.0010907183919021356
trainer_bp.py:2022-04-30 00:17:48,765:Iteration: 1400, val loss 0.0014810246872636326
trainer_bp.py:2022-04-30 00:20:51,016:Iteration: 1500, Meta Train Loss 0.0006315418142948782
trainer_bp.py:2022-04-30 00:21:03,208:Iteration: 1500, val loss 0.0014212002419444246
trainer_bp.py:2022-04-30 00:24:06,889:Iteration: 1600, Meta Train Loss 0.0012499331104228871
trainer_bp.py:2022-04-30 00:24:19,108:Iteration: 1600, val loss 0.0014016619781415903
trainer_bp.py:2022-04-30 00:27:22,480:Iteration: 1700, Meta Train Loss 0.00102053775282623
trainer_bp.py:2022-04-30 00:27:34,667:Iteration: 1700, val loss 0.0016044489840317234
trainer_bp.py:2022-04-30 00:30:37,307:Iteration: 1800, Meta Train Loss 0.0009399341848297657
trainer_bp.py:2022-04-30 00:30:49,437:Iteration: 1800, val loss 0.0014142735419926296
trainer_bp.py:2022-04-30 00:32:22,797:Epoch:  11
trainer_bp.py:2022-04-30 00:32:24,632:Iteration: 0, Meta Train Loss 0.0011781479220688295
trainer_bp.py:2022-04-30 00:32:37,289:Iteration: 0, val loss 0.0017380490626474267
trainer_bp.py:2022-04-30 00:35:46,090:Iteration: 100, Meta Train Loss 0.0006256652837586159
trainer_bp.py:2022-04-30 00:35:58,214:Iteration: 100, val loss 0.0014682783793840968
trainer_bp.py:2022-04-30 00:39:05,039:Iteration: 200, Meta Train Loss 0.0006746949537927658
trainer_bp.py:2022-04-30 00:39:17,282:Iteration: 200, val loss 0.0016043021399132376
trainer_bp.py:2022-04-30 00:42:23,240:Iteration: 300, Meta Train Loss 0.0007938915171326089
trainer_bp.py:2022-04-30 00:42:35,582:Iteration: 300, val loss 0.0014391186088880054
trainer_bp.py:2022-04-30 00:45:48,432:Iteration: 400, Meta Train Loss 0.0008697638523515867
trainer_bp.py:2022-04-30 00:46:00,617:Iteration: 400, val loss 0.0014253822074828957
trainer_bp.py:2022-04-30 00:49:10,097:Iteration: 500, Meta Train Loss 0.0010746299003298887
trainer_bp.py:2022-04-30 00:49:22,369:Iteration: 500, val loss 0.0014844536324406775
trainer_bp.py:2022-04-30 00:52:25,470:Iteration: 600, Meta Train Loss 0.0006798302681525503
trainer_bp.py:2022-04-30 00:52:37,676:Iteration: 600, val loss 0.0014362175742511543
trainer_bp.py:2022-04-30 00:55:46,081:Iteration: 700, Meta Train Loss 0.00045721651426530626
trainer_bp.py:2022-04-30 00:55:58,342:Iteration: 700, val loss 0.0014032728627160341
trainer_bp.py:2022-04-30 00:59:04,634:Iteration: 800, Meta Train Loss 0.0008810560215561262
trainer_bp.py:2022-04-30 00:59:16,997:Iteration: 800, val loss 0.0014597633483207316
trainer_bp.py:2022-04-30 01:02:25,531:Iteration: 900, Meta Train Loss 0.005411428197050047
trainer_bp.py:2022-04-30 01:02:37,679:Iteration: 900, val loss 0.0014253673561094302
trainer_bp.py:2022-04-30 01:05:43,118:Iteration: 1000, Meta Train Loss 0.000633293698419964
trainer_bp.py:2022-04-30 01:05:55,377:Iteration: 1000, val loss 0.001522688605355361
trainer_bp.py:2022-04-30 01:09:00,075:Iteration: 1100, Meta Train Loss 0.0006520821774456502
trainer_bp.py:2022-04-30 01:09:12,387:Iteration: 1100, val loss 0.0013724619718986182
trainer_bp.py:2022-04-30 01:12:20,664:Iteration: 1200, Meta Train Loss 0.001083747144500241
trainer_bp.py:2022-04-30 01:12:32,760:Iteration: 1200, val loss 0.0014209605883365188
trainer_bp.py:2022-04-30 01:15:39,091:Iteration: 1300, Meta Train Loss 0.0016010202598741733
trainer_bp.py:2022-04-30 01:15:51,133:Iteration: 1300, val loss 0.0014235253036694396
trainer_bp.py:2022-04-30 01:18:57,471:Iteration: 1400, Meta Train Loss 0.0007969396486149375
trainer_bp.py:2022-04-30 01:19:09,689:Iteration: 1400, val loss 0.0014807051647239002
trainer_bp.py:2022-04-30 01:22:16,565:Iteration: 1500, Meta Train Loss 0.0013547389241376573
trainer_bp.py:2022-04-30 01:22:28,834:Iteration: 1500, val loss 0.0014665335166244664
trainer_bp.py:2022-04-30 01:25:36,758:Iteration: 1600, Meta Train Loss 0.0008544215582812666
trainer_bp.py:2022-04-30 01:25:48,984:Iteration: 1600, val loss 0.0015153264053771474
trainer_bp.py:2022-04-30 01:28:54,498:Iteration: 1700, Meta Train Loss 0.001109061894115085
trainer_bp.py:2022-04-30 01:29:07,102:Iteration: 1700, val loss 0.0015811190872993429
trainer_bp.py:2022-04-30 01:32:10,949:Iteration: 1800, Meta Train Loss 0.0008068846614920956
trainer_bp.py:2022-04-30 01:32:23,163:Iteration: 1800, val loss 0.0015552452667895783
trainer_bp.py:2022-04-30 01:33:55,885:Epoch:  12
trainer_bp.py:2022-04-30 01:33:57,707:Iteration: 0, Meta Train Loss 0.0006365857836387378
trainer_bp.py:2022-04-30 01:34:09,864:Iteration: 0, val loss 0.0014566513493612923
trainer_bp.py:2022-04-30 01:37:12,720:Iteration: 100, Meta Train Loss 0.0008490783734000142
trainer_bp.py:2022-04-30 01:37:24,983:Iteration: 100, val loss 0.0014425946958826123
trainer_bp.py:2022-04-30 01:40:27,113:Iteration: 200, Meta Train Loss 0.0006898376674536324
trainer_bp.py:2022-04-30 01:40:39,317:Iteration: 200, val loss 0.0015156782142325942
trainer_bp.py:2022-04-30 01:43:41,691:Iteration: 300, Meta Train Loss 0.0008630093926055284
trainer_bp.py:2022-04-30 01:43:54,285:Iteration: 300, val loss 0.0014398450948471195
trainer_bp.py:2022-04-30 01:46:59,129:Iteration: 400, Meta Train Loss 0.0013663050208556583
trainer_bp.py:2022-04-30 01:47:11,349:Iteration: 400, val loss 0.0014052521781580333
trainer_bp.py:2022-04-30 01:50:14,136:Iteration: 500, Meta Train Loss 0.0009306332942075306
trainer_bp.py:2022-04-30 01:50:26,340:Iteration: 500, val loss 0.0018526809866437424
trainer_bp.py:2022-04-30 01:53:28,283:Iteration: 600, Meta Train Loss 0.0009192234264554917
trainer_bp.py:2022-04-30 01:53:40,431:Iteration: 600, val loss 0.0016556385143836469
trainer_bp.py:2022-04-30 01:56:42,459:Iteration: 700, Meta Train Loss 0.0010153028109236544
trainer_bp.py:2022-04-30 01:56:54,677:Iteration: 700, val loss 0.0014505736185583588
trainer_bp.py:2022-04-30 01:59:58,030:Iteration: 800, Meta Train Loss 0.0006492791631784675
trainer_bp.py:2022-04-30 02:00:10,248:Iteration: 800, val loss 0.0014197623113237296
trainer_bp.py:2022-04-30 02:03:15,000:Iteration: 900, Meta Train Loss 0.0006342311145299422
trainer_bp.py:2022-04-30 02:03:27,252:Iteration: 900, val loss 0.001447291258910798
trainer_bp.py:2022-04-30 02:06:31,983:Iteration: 1000, Meta Train Loss 0.0006563284757589825
trainer_bp.py:2022-04-30 02:06:44,656:Iteration: 1000, val loss 0.0014617394702036892
trainer_bp.py:2022-04-30 02:09:48,442:Iteration: 1100, Meta Train Loss 0.0006925676756761174
trainer_bp.py:2022-04-30 02:10:00,681:Iteration: 1100, val loss 0.0015434885543166713
trainer_bp.py:2022-04-30 02:13:03,965:Iteration: 1200, Meta Train Loss 0.0035953451323307048
trainer_bp.py:2022-04-30 02:13:16,156:Iteration: 1200, val loss 0.0014197391652315322
trainer_bp.py:2022-04-30 02:16:22,547:Iteration: 1300, Meta Train Loss 0.0009135556289221529
trainer_bp.py:2022-04-30 02:16:34,621:Iteration: 1300, val loss 0.001509796090893929
trainer_bp.py:2022-04-30 02:19:38,681:Iteration: 1400, Meta Train Loss 0.0007976366485278327
trainer_bp.py:2022-04-30 02:19:50,873:Iteration: 1400, val loss 0.0015404528705649369
trainer_bp.py:2022-04-30 02:23:01,070:Iteration: 1500, Meta Train Loss 0.000949596114699184
trainer_bp.py:2022-04-30 02:23:13,277:Iteration: 1500, val loss 0.0014076897910584303
trainer_bp.py:2022-04-30 02:26:23,132:Iteration: 1600, Meta Train Loss 0.0012435783922066593
trainer_bp.py:2022-04-30 02:26:35,302:Iteration: 1600, val loss 0.0014746219435915117
trainer_bp.py:2022-04-30 02:29:42,311:Iteration: 1700, Meta Train Loss 0.0006332819118936611
trainer_bp.py:2022-04-30 02:29:54,642:Iteration: 1700, val loss 0.0015721810627702714
trainer_bp.py:2022-04-30 02:33:04,202:Iteration: 1800, Meta Train Loss 0.00048012159847233573
trainer_bp.py:2022-04-30 02:33:16,357:Iteration: 1800, val loss 0.0014333497325581797
trainer_bp.py:2022-04-30 02:34:53,592:Epoch:  13
trainer_bp.py:2022-04-30 02:34:53,593:Early stop at epoch: 12
trainer_bp.py:2022-04-30 02:34:53,594:Early stop loss: 0.0014066332283635059, val loss: 0.0014333497325581797
trainer_bp.py:2022-04-30 02:34:53,604:-------start-baseline-------
data_utils.py:2022-04-30 02:34:57,063:# all trajectories: 24694
trainer_bp.py:2022-04-30 02:34:57,070:Using 18520 instances for training
trainer_bp.py:2022-04-30 02:34:57,070:Using 6174 instances for validation
trainer_bp.py:2022-04-30 02:34:57,073:Epoch:  0
trainer_bp.py:2022-04-30 02:34:57,178:iteration: 0, baseline train loss 0.04956632532948177
trainer_bp.py:2022-04-30 02:35:09,462:Iteration: 0, baseline val loss 0.04865397465135048
trainer_bp.py:2022-04-30 02:35:16,403:iteration: 100, baseline train loss 0.0038039896109908107
trainer_bp.py:2022-04-30 02:35:28,714:Iteration: 100, baseline val loss 0.0025687683205195882
trainer_bp.py:2022-04-30 02:35:35,551:iteration: 200, baseline train loss 0.0020649717504860887
trainer_bp.py:2022-04-30 02:35:47,725:Iteration: 200, baseline val loss 0.0021284187862058205
trainer_bp.py:2022-04-30 02:35:54,520:iteration: 300, baseline train loss 0.0019426334827397657
trainer_bp.py:2022-04-30 02:36:06,776:Iteration: 300, baseline val loss 0.002005507009756557
trainer_bp.py:2022-04-30 02:36:13,683:iteration: 400, baseline train loss 0.0015912713952269373
trainer_bp.py:2022-04-30 02:36:25,924:Iteration: 400, baseline val loss 0.0019569311929614392
trainer_bp.py:2022-04-30 02:36:32,754:iteration: 500, baseline train loss 0.0015100249561995995
trainer_bp.py:2022-04-30 02:36:45,029:Iteration: 500, baseline val loss 0.0018428247777667517
trainer_bp.py:2022-04-30 02:36:50,336:Epoch:  1
trainer_bp.py:2022-04-30 02:36:50,424:iteration: 0, baseline train loss 0.001730075063527313
trainer_bp.py:2022-04-30 02:37:02,644:Iteration: 0, baseline val loss 0.0017507465581058832
trainer_bp.py:2022-04-30 02:37:09,527:iteration: 100, baseline train loss 0.0015304825791780216
trainer_bp.py:2022-04-30 02:37:21,790:Iteration: 100, baseline val loss 0.0016071419774635444
trainer_bp.py:2022-04-30 02:37:28,690:iteration: 200, baseline train loss 0.0009746197952128012
trainer_bp.py:2022-04-30 02:37:40,959:Iteration: 200, baseline val loss 0.0014777625111142406
trainer_bp.py:2022-04-30 02:37:47,766:iteration: 300, baseline train loss 0.002258333054707662
trainer_bp.py:2022-04-30 02:38:00,068:Iteration: 300, baseline val loss 0.0013473054733583617
trainer_bp.py:2022-04-30 02:38:06,951:iteration: 400, baseline train loss 0.0010737695888117364
trainer_bp.py:2022-04-30 02:38:19,235:Iteration: 400, baseline val loss 0.0012697528428694536
trainer_bp.py:2022-04-30 02:38:26,063:iteration: 500, baseline train loss 0.0012018109063664387
trainer_bp.py:2022-04-30 02:38:39,147:Iteration: 500, baseline val loss 0.0012395134636264274
trainer_bp.py:2022-04-30 02:38:44,467:Epoch:  2
trainer_bp.py:2022-04-30 02:38:44,552:iteration: 0, baseline train loss 0.0008013220838190373
trainer_bp.py:2022-04-30 02:38:56,863:Iteration: 0, baseline val loss 0.0012450283603797313
trainer_bp.py:2022-04-30 02:39:03,784:iteration: 100, baseline train loss 0.0016963610956498073
trainer_bp.py:2022-04-30 02:39:16,128:Iteration: 100, baseline val loss 0.0012595610727258357
trainer_bp.py:2022-04-30 02:39:23,026:iteration: 200, baseline train loss 0.001103651644329803
trainer_bp.py:2022-04-30 02:39:35,347:Iteration: 200, baseline val loss 0.0012664203614027316
trainer_bp.py:2022-04-30 02:39:42,164:iteration: 300, baseline train loss 0.0010522598283369377
trainer_bp.py:2022-04-30 02:39:54,407:Iteration: 300, baseline val loss 0.0012301393770002796
trainer_bp.py:2022-04-30 02:40:01,393:iteration: 400, baseline train loss 0.0012947084790508228
