wo_static.py:2022-04-29 14:51:24,706:----------start-of-run----------
data_utils.py:2022-04-29 14:51:31,447:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:51:38,807:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:51:38,807:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:51:39,502:Epoch:  1
trainer_bp.py:2022-04-29 20:24:00,450:iteration: 200, baseline train loss 0.0013314554726456048
trainer_bp.py:2022-04-29 20:24:09,602:Iteration: 200, baseline val loss 0.001229049902045204
trainer_bp.py:2022-04-29 20:24:14,741:iteration: 300, baseline train loss 0.0008909343569832019
trainer_bp.py:2022-04-29 20:24:23,944:Iteration: 300, baseline val loss 0.0012531561772782457
trainer_bp.py:2022-04-29 20:24:29,051:iteration: 400, baseline train loss 0.0015713140045456773
trainer_bp.py:2022-04-29 20:24:38,254:Iteration: 400, baseline val loss 0.0012272576370080134
trainer_bp.py:2022-04-29 20:24:43,398:iteration: 500, baseline train loss 0.002171776442955572
trainer_bp.py:2022-04-29 20:24:52,549:Iteration: 500, baseline val loss 0.0012502877489597806
trainer_bp.py:2022-04-29 20:24:56,572:Epoch:  4
trainer_bp.py:2022-04-29 20:24:56,638:iteration: 0, baseline train loss 0.0020664632734243987
trainer_bp.py:2022-04-29 20:25:05,821:Iteration: 0, baseline val loss 0.0012162861220308136
trainer_bp.py:2022-04-29 20:25:10,911:iteration: 100, baseline train loss 0.0012779854606711058
trainer_bp.py:2022-04-29 20:25:20,033:Iteration: 100, baseline val loss 0.0012239591626887537
trainer_bp.py:2022-04-29 20:25:25,223:iteration: 200, baseline train loss 0.0010953833027237097
trainer_bp.py:2022-04-29 20:25:34,418:Iteration: 200, baseline val loss 0.0012170185852138562
trainer_bp.py:2022-04-29 20:25:39,605:iteration: 300, baseline train loss 0.0009698090691510012
trainer_bp.py:2022-04-29 20:25:48,769:Iteration: 300, baseline val loss 0.0012105474186890454
trainer_bp.py:2022-04-29 20:25:53,885:iteration: 400, baseline train loss 0.0011786963132407828
trainer_bp.py:2022-04-29 20:26:03,072:Iteration: 400, baseline val loss 0.00121892775627444
trainer_bp.py:2022-04-29 20:26:08,206:iteration: 500, baseline train loss 0.0010369238456731653
trainer_bp.py:2022-04-29 20:26:17,384:Iteration: 500, baseline val loss 0.0012161432677766175
trainer_bp.py:2022-04-29 20:26:21,359:Epoch:  5
trainer_bp.py:2022-04-29 20:26:21,424:iteration: 0, baseline train loss 0.0011757053540850603
trainer_bp.py:2022-04-29 20:26:30,577:Iteration: 0, baseline val loss 0.0012372983689951788
trainer_bp.py:2022-04-29 20:26:35,702:iteration: 100, baseline train loss 0.0009451896572399964
trainer_bp.py:2022-04-29 20:26:44,867:Iteration: 100, baseline val loss 0.0012160469522580588
trainer_bp.py:2022-04-29 20:26:49,933:iteration: 200, baseline train loss 0.0012485514322947697
trainer_bp.py:2022-04-29 20:26:59,105:Iteration: 200, baseline val loss 0.0012141914329052755
trainer_bp.py:2022-04-29 20:27:04,211:iteration: 300, baseline train loss 0.0012177247729184234
trainer_bp.py:2022-04-29 20:27:13,441:Iteration: 300, baseline val loss 0.0012363508207159984
trainer_bp.py:2022-04-29 20:27:18,560:iteration: 400, baseline train loss 0.001354953258329735
trainer_bp.py:2022-04-29 20:27:27,762:Iteration: 400, baseline val loss 0.0012130753419487654
trainer_bp.py:2022-04-29 20:27:32,901:iteration: 500, baseline train loss 0.0009553186596290989
trainer_bp.py:2022-04-29 20:27:42,913:Iteration: 500, baseline val loss 0.0012250231093253294
trainer_bp.py:2022-04-29 20:27:46,897:Epoch:  6
trainer_bp.py:2022-04-29 20:27:46,898:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-29 20:27:46,967:iteration: 0, baseline train loss 0.0013133808834743872
trainer_bp.py:2022-04-29 20:27:56,128:Iteration: 0, baseline val loss 0.0012118558929765761
trainer_bp.py:2022-04-29 20:28:01,302:iteration: 100, baseline train loss 0.0011361631233736736
trainer_bp.py:2022-04-29 20:28:10,529:Iteration: 100, baseline val loss 0.0012107306587775702
trainer_bp.py:2022-04-29 20:28:15,646:iteration: 200, baseline train loss 0.0012610268565929593
trainer_bp.py:2022-04-29 20:28:24,920:Iteration: 200, baseline val loss 0.0012124742495352842
trainer_bp.py:2022-04-29 20:28:30,080:iteration: 300, baseline train loss 0.0013639515781675548
trainer_bp.py:2022-04-29 20:28:39,318:Iteration: 300, baseline val loss 0.0012070577945818123
trainer_bp.py:2022-04-29 20:28:44,438:iteration: 400, baseline train loss 0.0014358170920222614
trainer_bp.py:2022-04-29 20:28:53,594:Iteration: 400, baseline val loss 0.001215404022555069
trainer_bp.py:2022-04-29 20:28:58,721:iteration: 500, baseline train loss 0.0011844682284816415
trainer_bp.py:2022-04-29 20:29:07,962:Iteration: 500, baseline val loss 0.0012081975579775067
trainer_bp.py:2022-04-29 20:29:11,961:Epoch:  7
trainer_bp.py:2022-04-29 20:29:12,029:iteration: 0, baseline train loss 0.000880446923446145
trainer_bp.py:2022-04-29 20:29:21,202:Iteration: 0, baseline val loss 0.0012280516926654586
trainer_bp.py:2022-04-29 20:29:26,301:iteration: 100, baseline train loss 0.0011274936471651728
trainer_bp.py:2022-04-29 20:29:35,449:Iteration: 100, baseline val loss 0.0012094682229295078
trainer_bp.py:2022-04-29 20:29:40,571:iteration: 200, baseline train loss 0.0012969462272923637
trainer_bp.py:2022-04-29 20:29:49,773:Iteration: 200, baseline val loss 0.0012047728191574192
trainer_bp.py:2022-04-29 20:29:54,880:iteration: 300, baseline train loss 0.0014781332640585597
trainer_bp.py:2022-04-29 20:30:04,062:Iteration: 300, baseline val loss 0.001224087545108606
trainer_bp.py:2022-04-29 20:30:09,229:iteration: 400, baseline train loss 0.001304961054127931
trainer_bp.py:2022-04-29 20:30:18,429:Iteration: 400, baseline val loss 0.0012005492303329827
trainer_bp.py:2022-04-29 20:30:23,567:iteration: 500, baseline train loss 0.0009662214192537793
trainer_bp.py:2022-04-29 20:30:32,736:Iteration: 500, baseline val loss 0.0012046416034116167
trainer_bp.py:2022-04-29 20:30:36,719:Epoch:  8
trainer_bp.py:2022-04-29 20:30:36,788:iteration: 0, baseline train loss 0.0010157357822995323
trainer_bp.py:2022-04-29 20:30:46,025:Iteration: 0, baseline val loss 0.001201912268393904
trainer_bp.py:2022-04-29 20:30:51,147:iteration: 100, baseline train loss 0.0009527698506872197
trainer_bp.py:2022-04-29 20:31:00,353:Iteration: 100, baseline val loss 0.001232466559574093
trainer_bp.py:2022-04-29 20:31:05,490:iteration: 200, baseline train loss 0.0007826530658698998
trainer_bp.py:2022-04-29 20:31:14,690:Iteration: 200, baseline val loss 0.0012025614334549913
trainer_bp.py:2022-04-29 20:31:19,817:iteration: 300, baseline train loss 0.0013048135818900946
trainer_bp.py:2022-04-29 20:31:29,059:Iteration: 300, baseline val loss 0.0012043254719904183
trainer_bp.py:2022-04-29 20:31:34,144:iteration: 400, baseline train loss 0.0016306364642544554
trainer_bp.py:2022-04-29 20:31:43,212:Iteration: 400, baseline val loss 0.0012205588549270964
trainer_bp.py:2022-04-29 20:31:48,316:iteration: 500, baseline train loss 0.0012461119071083178
trainer_bp.py:2022-04-29 20:31:57,534:Iteration: 500, baseline val loss 0.0011966332572453506
trainer_bp.py:2022-04-29 20:32:01,528:Epoch:  9
trainer_bp.py:2022-04-29 20:32:01,529:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-29 20:32:01,603:iteration: 0, baseline train loss 0.0007976323869084064
trainer_bp.py:2022-04-29 20:32:10,735:Iteration: 0, baseline val loss 0.0012641982911999329
trainer_bp.py:2022-04-29 20:32:15,875:iteration: 100, baseline train loss 0.001101859831610044
trainer_bp.py:2022-04-29 20:32:25,903:Iteration: 100, baseline val loss 0.0011958182830590174
trainer_bp.py:2022-04-29 20:32:31,053:iteration: 200, baseline train loss 0.0010919291294679107
trainer_bp.py:2022-04-29 20:32:40,319:Iteration: 200, baseline val loss 0.0012083285467288987
trainer_bp.py:2022-04-29 20:32:45,481:iteration: 300, baseline train loss 0.0010239820732125186
trainer_bp.py:2022-04-29 20:32:54,621:Iteration: 300, baseline val loss 0.001213446122936106
trainer_bp.py:2022-04-29 20:32:59,693:iteration: 400, baseline train loss 0.001213396753384067
trainer_bp.py:2022-04-29 20:33:08,861:Iteration: 400, baseline val loss 0.0012142825983381888
trainer_bp.py:2022-04-29 20:33:13,968:iteration: 500, baseline train loss 0.0011797750746296086
trainer_bp.py:2022-04-29 20:33:23,161:Iteration: 500, baseline val loss 0.001214321754678643
trainer_bp.py:2022-04-29 20:33:27,155:Epoch:  10
trainer_bp.py:2022-04-29 20:33:27,219:iteration: 0, baseline train loss 0.0012680063660508412
trainer_bp.py:2022-04-29 20:33:36,366:Iteration: 0, baseline val loss 0.001193142541945832
trainer_bp.py:2022-04-29 20:33:41,421:iteration: 100, baseline train loss 0.0016189905279186082
trainer_bp.py:2022-04-29 20:33:50,582:Iteration: 100, baseline val loss 0.0011942952445294635
trainer_bp.py:2022-04-29 20:33:55,702:iteration: 200, baseline train loss 0.000974991155165922
trainer_bp.py:2022-04-29 20:34:04,854:Iteration: 200, baseline val loss 0.0011948828727979634
trainer_bp.py:2022-04-29 20:34:09,950:iteration: 300, baseline train loss 0.0013441783068350256
trainer_bp.py:2022-04-29 20:34:19,123:Iteration: 300, baseline val loss 0.001194752599200672
trainer_bp.py:2022-04-29 20:34:24,203:iteration: 400, baseline train loss 0.0009515985910770447
trainer_bp.py:2022-04-29 20:34:33,301:Iteration: 400, baseline val loss 0.001202632172409213
trainer_bp.py:2022-04-29 20:34:38,365:iteration: 500, baseline train loss 0.0012396454061655595
trainer_bp.py:2022-04-29 20:34:47,501:Iteration: 500, baseline val loss 0.0011966369310682484
trainer_bp.py:2022-04-29 20:34:51,461:Epoch:  11
trainer_bp.py:2022-04-29 20:34:51,527:iteration: 0, baseline train loss 0.0009683076707519028
trainer_bp.py:2022-04-29 20:35:00,686:Iteration: 0, baseline val loss 0.0012112614294802016
trainer_bp.py:2022-04-29 20:35:05,766:iteration: 100, baseline train loss 0.0008818047620236001
trainer_bp.py:2022-04-29 20:35:14,943:Iteration: 100, baseline val loss 0.0012234631783592733
trainer_bp.py:2022-04-29 20:35:20,072:iteration: 200, baseline train loss 0.0012540962813898243
trainer_bp.py:2022-04-29 20:35:29,230:Iteration: 200, baseline val loss 0.0011939194983518137
trainer_bp.py:2022-04-29 20:35:34,353:iteration: 300, baseline train loss 0.0008886419646978833
trainer_bp.py:2022-04-29 20:35:43,525:Iteration: 300, baseline val loss 0.0011926256937871162
trainer_bp.py:2022-04-29 20:35:48,632:iteration: 400, baseline train loss 0.0011263421582234981
trainer_bp.py:2022-04-29 20:35:57,848:Iteration: 400, baseline val loss 0.0011990335670594842
trainer_bp.py:2022-04-29 20:36:02,974:iteration: 500, baseline train loss 0.0011764859124743867
trainer_bp.py:2022-04-29 20:36:12,158:Iteration: 500, baseline val loss 0.001187291027333215
trainer_bp.py:2022-04-29 20:36:16,104:Epoch:  12
trainer_bp.py:2022-04-29 20:36:16,105:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-29 20:36:16,173:iteration: 0, baseline train loss 0.000965642535497202
trainer_bp.py:2022-04-29 20:36:25,334:Iteration: 0, baseline val loss 0.0011948677210121034
trainer_bp.py:2022-04-29 20:36:30,406:iteration: 100, baseline train loss 0.0012352343243258257
trainer_bp.py:2022-04-29 20:36:39,595:Iteration: 100, baseline val loss 0.0011882438733491281
trainer_bp.py:2022-04-29 20:36:44,693:iteration: 200, baseline train loss 0.0013582597385134935
trainer_bp.py:2022-04-29 20:36:53,844:Iteration: 200, baseline val loss 0.0011913269405955701
trainer_bp.py:2022-04-29 20:36:58,906:iteration: 300, baseline train loss 0.0009825422836265533
trainer_bp.py:2022-04-29 20:37:08,055:Iteration: 300, baseline val loss 0.001187091369810402
trainer_bp.py:2022-04-29 20:37:13,214:iteration: 400, baseline train loss 0.0017583848467369793
trainer_bp.py:2022-04-29 20:37:23,173:Iteration: 400, baseline val loss 0.0011905242277295465
trainer_bp.py:2022-04-29 20:37:28,316:iteration: 500, baseline train loss 0.000954871308828379
trainer_bp.py:2022-04-29 20:37:37,449:Iteration: 500, baseline val loss 0.0012101412028543118
trainer_bp.py:2022-04-29 20:37:41,435:Epoch:  13
trainer_bp.py:2022-04-29 20:37:41,500:iteration: 0, baseline train loss 0.0012375325513832756
trainer_bp.py:2022-04-29 20:37:50,668:Iteration: 0, baseline val loss 0.0012111001925206068
trainer_bp.py:2022-04-29 20:37:55,783:iteration: 100, baseline train loss 0.0014170976313474032
trainer_bp.py:2022-04-29 20:38:04,950:Iteration: 100, baseline val loss 0.0011907427425649983
trainer_bp.py:2022-04-29 20:38:10,022:iteration: 200, baseline train loss 0.001150858575790505
trainer_bp.py:2022-04-29 20:38:19,149:Iteration: 200, baseline val loss 0.0011870264586496275
trainer_bp.py:2022-04-29 20:38:24,277:iteration: 300, baseline train loss 0.001295504148648886
trainer_bp.py:2022-04-29 20:38:33,466:Iteration: 300, baseline val loss 0.0011880377411310466
trainer_bp.py:2022-04-29 20:38:38,561:iteration: 400, baseline train loss 0.0011821527818311368
trainer_bp.py:2022-04-29 20:38:47,726:Iteration: 400, baseline val loss 0.0011920709310716015
trainer_bp.py:2022-04-29 20:38:52,819:iteration: 500, baseline train loss 0.001503033308254605
trainer_bp.py:2022-04-29 20:39:02,040:Iteration: 500, baseline val loss 0.0011848234421787097
trainer_bp.py:2022-04-29 20:39:06,056:Epoch:  14
trainer_bp.py:2022-04-29 20:39:06,126:iteration: 0, baseline train loss 0.001667433386643139
trainer_bp.py:2022-04-29 20:39:15,289:Iteration: 0, baseline val loss 0.0011853614915970775
trainer_bp.py:2022-04-29 20:39:20,405:iteration: 100, baseline train loss 0.0012822925116346348
trainer_bp.py:2022-04-29 20:39:29,601:Iteration: 100, baseline val loss 0.0011939127414100064
trainer_bp.py:2022-04-29 20:39:34,662:iteration: 200, baseline train loss 0.0016724910905862019
trainer_bp.py:2022-04-29 20:39:43,810:Iteration: 200, baseline val loss 0.001184056907801534
trainer_bp.py:2022-04-29 20:39:48,874:iteration: 300, baseline train loss 0.0009685212532879519
trainer_bp.py:2022-04-29 20:39:58,088:Iteration: 300, baseline val loss 0.001188189557516079
trainer_bp.py:2022-04-29 20:40:03,150:iteration: 400, baseline train loss 0.001059342659904033
trainer_bp.py:2022-04-29 20:40:12,260:Iteration: 400, baseline val loss 0.0011882963485196324
trainer_bp.py:2022-04-29 20:40:17,387:iteration: 500, baseline train loss 0.0010354948268090775
trainer_bp.py:2022-04-29 20:40:26,578:Iteration: 500, baseline val loss 0.001188707571537303
trainer_bp.py:2022-04-29 20:40:30,521:Epoch:  15
trainer_bp.py:2022-04-29 20:40:30,522:Early stop at epoch: 15
trainer_bp.py:2022-04-29 20:40:30,522:Early stop loss: 0.001187291027333215, val loss: 0.001188707571537303
data_utils.py:2022-04-29 20:40:31,733:# all trajectories: 6180
trainer_bp.py:2022-04-29 20:40:31,733:test_num_tasks = 6180
data_utils.py:2022-04-29 20:43:26,084:# all trajectories: 6180
trainer_bp.py:2022-04-29 20:43:26,084:test_num_tasks = 6180
trainer_bp.py:2022-04-29 20:47:02,435:-----params-----
trainer_bp.py:2022-04-29 20:47:02,436:dtype : torch.float64
trainer_bp.py:2022-04-29 20:47:02,436:dataset : bp
trainer_bp.py:2022-04-29 20:47:02,436:steps_ahead : 3
trainer_bp.py:2022-04-29 20:47:02,436:static_dim : 0
trainer_bp.py:2022-04-29 20:47:02,436:static_output_dim : 0
trainer_bp.py:2022-04-29 20:47:02,436:num_tasks_training : 24694
trainer_bp.py:2022-04-29 20:47:02,436:num_tasks_test : 6180
trainer_bp.py:2022-04-29 20:47:02,436:device : cuda
trainer_bp.py:2022-04-29 20:47:02,436:model_type : lstm
trainer_bp.py:2022-04-29 20:47:02,436:early_stop_diff : 0.0
trainer_bp.py:2022-04-29 20:47:02,436:es_epoch : 3
trainer_bp.py:2022-04-29 20:47:02,436:epochs_maml : 50
trainer_bp.py:2022-04-29 20:47:02,436:epochs_baseline : 50
trainer_bp.py:2022-04-29 20:47:02,436:meta_batch_size : 10
trainer_bp.py:2022-04-29 20:47:02,436:shots : 10
trainer_bp.py:2022-04-29 20:47:02,436:hidden_dim : 64
trainer_bp.py:2022-04-29 20:47:02,436:adapt_steps : 10
trainer_bp.py:2022-04-29 20:47:02,436:window_size : 1
trainer_bp.py:2022-04-29 20:47:02,436:fits : (0, 10)
trainer_bp.py:2022-04-29 20:47:02,436:adapt_lr : 0.01
trainer_bp.py:2022-04-29 20:47:02,436:meta_lr : 0.001
trainer_bp.py:2022-04-29 20:47:02,436:lr : 0.001
trainer_bp.py:2022-04-29 20:47:02,436:baseline_finetune_lr : 0.0001
trainer_bp.py:2022-04-29 20:47:02,436:batch_size : 32
trainer_bp.py:2022-04-29 20:47:02,436:save_models : False
trainer_bp.py:2022-04-29 20:47:02,436:log_dir : wo_static_bp_3
trainer_bp.py:2022-04-29 20:47:02,436:debugging : False
trainer_bp.py:2022-04-29 20:47:02,436:swap_support_query : False
trainer_bp.py:2022-04-29 20:47:02,436:seed : 0
trainer_bp.py:2022-04-29 20:47:02,436:model : baseline
trainer_bp.py:2022-04-29 20:47:02,436:maml_bias : tensor([-0.0442,  0.0460, -0.1148], requires_grad=True)
trainer_bp.py:2022-04-29 20:47:02,436:tb_dir : runs/wo_static_bp_3/20220429-145138
trainer_bp.py:2022-04-29 20:47:02,436:baseline_bias : tensor([-0.0442,  0.0460, -0.1148], requires_grad=True)
trainer_bp.py:2022-04-29 20:47:02,436:num_params : 20099
trainer_bp.py:2022-04-29 20:47:02,437:test_instance : 6179
trainer_bp.py:2022-04-29 20:47:02,437:-----params-----
trainer_bp.py:2022-04-29 20:47:02,437:mae maml 0 : 7.7156406599382095 : 3.7133615477443955
trainer_bp.py:2022-04-29 20:47:02,438:rmse maml 0 : 9.572595637706087 : 5.179537005681667
trainer_bp.py:2022-04-29 20:47:02,439:mae maml 10 : 7.285689180341766 : 3.5177912933285578
trainer_bp.py:2022-04-29 20:47:02,439:rmse maml 10 : 9.149375421175359 : 5.080124492792111
trainer_bp.py:2022-04-29 20:47:02,440:mae baseline 0 : 7.688163943234265 : 3.6131261416542353
trainer_bp.py:2022-04-29 20:47:02,441:rmse baseline 0 : 9.623187062788725 : 5.191692220477663
trainer_bp.py:2022-04-29 20:47:02,442:mae baseline 10 : 7.377686374538012 : 3.5607076352880256
trainer_bp.py:2022-04-29 20:47:02,442:rmse baseline 10 : 9.32518829222084 : 5.201623249934472
wo_static.py:2022-04-29 20:47:02,442:----------end-of-run----------
wo_static.py:2022-04-29 20:47:06,417:----------start-of-run----------
data_utils.py:2022-04-29 20:47:13,624:# all trajectories: 24694
trainer_bp.py:2022-04-29 20:47:21,265:Using 18520 instances for training
trainer_bp.py:2022-04-29 20:47:21,265:Using 6174 instances for validation
trainer_bp.py:2022-04-29 20:47:22,021:Epoch:  1
trainer_bp.py:2022-04-29 20:47:24,116:Iteration: 0, Meta Train Loss 0.04129144164704818
trainer_bp.py:2022-04-29 20:47:33,382:Iteration: 0, val loss 0.04566360228692243
trainer_bp.py:2022-04-29 20:50:25,250:Iteration: 100, Meta Train Loss 0.0015042191366943722
trainer_bp.py:2022-04-29 20:50:34,445:Iteration: 100, val loss 0.0024663559938441866
trainer_bp.py:2022-04-29 20:53:26,812:Iteration: 200, Meta Train Loss 0.0013550757507866536
trainer_bp.py:2022-04-29 20:53:36,106:Iteration: 200, val loss 0.0021948576661027573
trainer_bp.py:2022-04-29 20:56:26,055:Iteration: 300, Meta Train Loss 0.0036534163307464585
trainer_bp.py:2022-04-29 20:56:35,241:Iteration: 300, val loss 0.00200847783668957
trainer_bp.py:2022-04-29 20:59:27,111:Iteration: 400, Meta Train Loss 0.001287680660019796
trainer_bp.py:2022-04-29 20:59:36,331:Iteration: 400, val loss 0.001925236739298256
trainer_bp.py:2022-04-29 21:02:28,647:Iteration: 500, Meta Train Loss 0.000959257120487019
trainer_bp.py:2022-04-29 21:02:37,922:Iteration: 500, val loss 0.0018724444150127091
trainer_bp.py:2022-04-29 21:05:30,029:Iteration: 600, Meta Train Loss 0.0008616471621435682
trainer_bp.py:2022-04-29 21:05:39,335:Iteration: 600, val loss 0.0018478937397700293
trainer_bp.py:2022-04-29 21:08:29,504:Iteration: 700, Meta Train Loss 0.0010767876656111093
trainer_bp.py:2022-04-29 21:08:38,687:Iteration: 700, val loss 0.0016415774588112136
trainer_bp.py:2022-04-29 21:11:28,919:Iteration: 800, Meta Train Loss 0.0008393076070248211
trainer_bp.py:2022-04-29 21:11:38,182:Iteration: 800, val loss 0.0015974337825391705
trainer_bp.py:2022-04-29 21:14:30,306:Iteration: 900, Meta Train Loss 0.0007151062248035322
trainer_bp.py:2022-04-29 21:14:39,487:Iteration: 900, val loss 0.001636497337438734
trainer_bp.py:2022-04-29 21:17:27,743:Iteration: 1000, Meta Train Loss 0.000782292311412583
trainer_bp.py:2022-04-29 21:17:37,018:Iteration: 1000, val loss 0.00162136722430129
trainer_bp.py:2022-04-29 21:20:25,536:Iteration: 1100, Meta Train Loss 0.0007496133092342424
trainer_bp.py:2022-04-29 21:20:34,694:Iteration: 1100, val loss 0.0015378146329033237
